('BlackBerry', 'hero1379'),{'model': 'hero1379', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '15275', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('BlackBerry', 'hero3051'),{'model': 'hero3051', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '39376', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '11'}
('BlackBerry', 'hero1809'),{'model': 'hero1809', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '31705', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('BlackBerry', 'hero788'),{'model': 'hero788', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '12566', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '9'}
('BlackBerry', 'N3766'),{'model': 'N3766', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '18689', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '5'}
('BlackBerry', 'hero4570'),{'model': 'hero4570', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '6857', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '15'}
('BlackBerry', 'blackberry1146'),{'model': 'blackberry1146', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '8057', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '20'}
('BlackBerry', 'blackberry2095'),{'model': 'blackberry2095', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '23172', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '5'}
('BlackBerry', 'lumia3255'),{'model': 'lumia3255', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '25970', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('BlackBerry', 'lumia3585'),{'model': 'lumia3585', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '39294', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '24'}
('BlackBerry', 'blackberry2144'),{'model': 'blackberry2144', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '16255', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '8'}
('BlackBerry', 'hero3085'),{'model': 'hero3085', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '34582', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('BlackBerry', 'hero163'),{'model': 'hero163', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '19581', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '5'}
('BlackBerry', 'hero3664'),{'model': 'hero3664', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '37502', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '28'}
('BlackBerry', 'hero3873'),{'model': 'hero3873', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '26041', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('BlackBerry', 'N1536'),{'model': 'N1536', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '20002', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '15'}
('BlackBerry', 'lumia294'),{'model': 'lumia294', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '11970', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '10'}
('BlackBerry', 'lumia2334'),{'model': 'lumia2334', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '4180', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '16'}
('BlackBerry', 'N1605'),{'model': 'N1605', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '37964', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '25'}
('BlackBerry', 'blackberry1494'),{'model': 'blackberry1494', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '10963', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '30'}
('BlackBerry', 'lumia1728'),{'model': 'lumia1728', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '23689', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '17'}
('BlackBerry', 'N4391'),{'model': 'N4391', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '3097', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '30'}
('BlackBerry', 'N4430'),{'model': 'N4430', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '3583', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '21'}
('BlackBerry', 'blackberry1301'),{'model': 'blackberry1301', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '23597', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '13'}
('BlackBerry', 'hero537'),{'model': 'hero537', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '16528', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '30'}
('BlackBerry', 'hero4543'),{'model': 'hero4543', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '31297', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '23'}
('BlackBerry', 'blackberry422'),{'model': 'blackberry422', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '13535', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '7'}
('BlackBerry', 'hero4187'),{'model': 'hero4187', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '28445', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('BlackBerry', 'hero4405'),{'model': 'hero4405', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '4439', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '28'}
('BlackBerry', 'hero441'),{'model': 'hero441', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '22187', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '14'}
('BlackBerry', 'hero268'),{'model': 'hero268', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '14434', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '13'}
('BlackBerry', 'hero1276'),{'model': 'hero1276', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '18521', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '10'}
('BlackBerry', 'blackberry2481'),{'model': 'blackberry2481', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '7740', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'lumia472'),{'model': 'lumia472', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '12193', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '27'}
('BlackBerry', 'lumia1516'),{'model': 'lumia1516', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '26414', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '19'}
('BlackBerry', 'lumia4050'),{'model': 'lumia4050', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '34733', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('BlackBerry', 'hero951'),{'model': 'hero951', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '33221', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '9'}
('BlackBerry', 'lumia2606'),{'model': 'lumia2606', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '16353', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('BlackBerry', 'hero2414'),{'model': 'hero2414', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '14772', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('BlackBerry', 'hero856'),{'model': 'hero856', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '25160', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '7'}
('BlackBerry', 'hero3969'),{'model': 'hero3969', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '15202', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '16'}
('BlackBerry', 'blackberry1627'),{'model': 'blackberry1627', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '20565', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '12'}
('BlackBerry', 'hero2218'),{'model': 'hero2218', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '20803', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '23'}
('BlackBerry', 'hero2599'),{'model': 'hero2599', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '23817', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('BlackBerry', 'lumia2925'),{'model': 'lumia2925', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '39769', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '10'}
('BlackBerry', 'hero1720'),{'model': 'hero1720', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '32271', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '5'}
('BlackBerry', 'hero109'),{'model': 'hero109', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '13377', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '21'}
('BlackBerry', 'N907'),{'model': 'N907', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '2430', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '19'}
('BlackBerry', 'lumia1393'),{'model': 'lumia1393', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '2129', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '10'}
('BlackBerry', 'hero1118'),{'model': 'hero1118', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '32888', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '21'}
('BlackBerry', 'hero3198'),{'model': 'hero3198', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '26757', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('BlackBerry', 'blackberry2411'),{'model': 'blackberry2411', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '14614', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('BlackBerry', 'N3410'),{'model': 'N3410', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '12263', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '26'}
('BlackBerry', 'blackberry175'),{'model': 'blackberry175', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '29414', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '26'}
('BlackBerry', 'N2837'),{'model': 'N2837', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '29682', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '26'}
('BlackBerry', 'hero1594'),{'model': 'hero1594', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '3781', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '6'}
('BlackBerry', 'lumia4278'),{'model': 'lumia4278', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '23013', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '15'}
('BlackBerry', 'blackberry1471'),{'model': 'blackberry1471', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '37143', 'thickness': '15', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'N1533'),{'model': 'N1533', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '9504', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '28'}
('BlackBerry', 'hero434'),{'model': 'hero434', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '34895', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '21'}
('BlackBerry', 'lumia293'),{'model': 'lumia293', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '27834', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '25'}
('BlackBerry', 'lumia3087'),{'model': 'lumia3087', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '21111', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '19'}
('BlackBerry', 'blackberry4387'),{'model': 'blackberry4387', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '5408', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '24'}
('BlackBerry', 'blackberry1855'),{'model': 'blackberry1855', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '29257', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '9'}
('BlackBerry', 'hero1474'),{'model': 'hero1474', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '18359', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '24'}
('BlackBerry', 'N4468'),{'model': 'N4468', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '7033', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '15'}
('BlackBerry', 'hero791'),{'model': 'hero791', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '11347', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '10'}
('BlackBerry', 'hero2047'),{'model': 'hero2047', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '11706', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '29'}
('BlackBerry', 'hero1501'),{'model': 'hero1501', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '2550', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '9'}
('BlackBerry', 'blackberry1456'),{'model': 'blackberry1456', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '14770', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('BlackBerry', 'N2656'),{'model': 'N2656', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '24389', 'thickness': '25', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '20'}
('BlackBerry', 'hero2117'),{'model': 'hero2117', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '4540', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '28'}
('BlackBerry', 'lumia2658'),{'model': 'lumia2658', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '20653', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
('BlackBerry', 'lumia2217'),{'model': 'lumia2217', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '7825', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '29'}
('BlackBerry', 'blackberry1115'),{'model': 'blackberry1115', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '12141', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '27'}
('BlackBerry', 'lumia2746'),{'model': 'lumia2746', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '35805', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '22'}
('BlackBerry', 'N1755'),{'model': 'N1755', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '20856', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '27'}
('BlackBerry', 'hero2897'),{'model': 'hero2897', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '27069', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '25'}
('BlackBerry', 'lumia4151'),{'model': 'lumia4151', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '26163', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '9'}
('BlackBerry', 'hero3761'),{'model': 'hero3761', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '2802', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '6'}
('BlackBerry', 'hero3491'),{'model': 'hero3491', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '32362', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
('BlackBerry', 'N1826'),{'model': 'N1826', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '20124', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '6'}
('BlackBerry', 'blackberry323'),{'model': 'blackberry323', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '13423', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '25'}
('BlackBerry', 'blackberry4075'),{'model': 'blackberry4075', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '24440', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '19'}
('BlackBerry', 'N4344'),{'model': 'N4344', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '22890', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('BlackBerry', 'hero3302'),{'model': 'hero3302', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '4060', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '21'}
('BlackBerry', 'N4232'),{'model': 'N4232', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '38916', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '12'}
('BlackBerry', 'N3164'),{'model': 'N3164', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '24898', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('BlackBerry', 'lumia4448'),{'model': 'lumia4448', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '38092', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '12'}
('BlackBerry', 'blackberry1491'),{'model': 'blackberry1491', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '6547', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '28'}
('BlackBerry', 'hero822'),{'model': 'hero822', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '12045', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '13'}
('BlackBerry', 'blackberry4410'),{'model': 'blackberry4410', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '15964', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('BlackBerry', 'N3950'),{'model': 'N3950', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '25575', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '27'}
('BlackBerry', 'lumia1345'),{'model': 'lumia1345', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '12490', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '23'}
('BlackBerry', 'lumia3238'),{'model': 'lumia3238', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '30814', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '10'}
('BlackBerry', 'N2555'),{'model': 'N2555', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '6588', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '28'}
('BlackBerry', 'lumia3076'),{'model': 'lumia3076', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '10129', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '12'}
('BlackBerry', 'N1392'),{'model': 'N1392', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '29208', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '17'}
('BlackBerry', 'N647'),{'model': 'N647', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '31256', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '6'}
('BlackBerry', 'hero4298'),{'model': 'hero4298', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '10122', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'lumia1341'),{'model': 'lumia1341', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '27327', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('BlackBerry', 'N4077'),{'model': 'N4077', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '18572', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'blackberry3480'),{'model': 'blackberry3480', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '39040', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '19'}
('BlackBerry', 'lumia1305'),{'model': 'lumia1305', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '17379', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '30'}
('BlackBerry', 'lumia2743'),{'model': 'lumia2743', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '4094', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '11'}
('BlackBerry', 'lumia2512'),{'model': 'lumia2512', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '37687', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('BlackBerry', 'N279'),{'model': 'N279', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '9105', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '6'}
('BlackBerry', 'lumia563'),{'model': 'lumia563', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '32420', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'blackberry3731'),{'model': 'blackberry3731', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '20889', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '17'}
('BlackBerry', 'hero533'),{'model': 'hero533', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '20395', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '26'}
('BlackBerry', 'blackberry1430'),{'model': 'blackberry1430', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '30407', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
