('Lg', 'hero2806'),{'model': 'hero2806', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Lg', 'price': '12471', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Lg', 'hero333'),{'model': 'hero333', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Lg', 'price': '32416', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '22'}
('Lg', 'hero2222'),{'model': 'hero2222', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'Lg', 'price': '27431', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '12'}
('Lg', 'N3691'),{'model': 'N3691', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Lg', 'price': '11588', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '17'}
('Lg', 'hero290'),{'model': 'hero290', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '4', 'company': 'Lg', 'price': '30217', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '27'}
('Lg', 'hero170'),{'model': 'hero170', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '3', 'company': 'Lg', 'price': '36812', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
('Lg', 'hero207'),{'model': 'hero207', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Lg', 'price': '35797', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Lg', 'N3353'),{'model': 'N3353', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Lg', 'price': '11269', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '24'}
('Lg', 'hero1644'),{'model': 'hero1644', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'Lg', 'price': '24445', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '27'}
('Lg', 'N1706'),{'model': 'N1706', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Lg', 'price': '2603', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Lg', 'N1627'),{'model': 'N1627', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'Lg', 'price': '8029', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '19'}
('Lg', 'hero663'),{'model': 'hero663', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'Lg', 'price': '34902', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '19'}
('Lg', 'N1373'),{'model': 'N1373', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '1', 'company': 'Lg', 'price': '1037', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('Lg', 'hero1373'),{'model': 'hero1373', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Lg', 'price': '3797', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '27'}
('Lg', 'lumia3237'),{'model': 'lumia3237', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '5', 'company': 'Lg', 'price': '39279', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '23'}
('Lg', 'blackberry556'),{'model': 'blackberry556', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'Lg', 'price': '22483', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '8'}
('Lg', 'hero4485'),{'model': 'hero4485', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'Lg', 'price': '5318', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '24'}
('Lg', 'hero829'),{'model': 'hero829', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '2', 'company': 'Lg', 'price': '18839', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '13'}
('Lg', 'hero3267'),{'model': 'hero3267', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Lg', 'price': '39211', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Lg', 'N1515'),{'model': 'N1515', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '1', 'company': 'Lg', 'price': '18673', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '29'}
('Lg', 'blackberry1016'),{'model': 'blackberry1016', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Lg', 'price': '6312', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '25'}
('Lg', 'N711'),{'model': 'N711', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Lg', 'price': '27850', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '6'}
('Lg', 'lumia2773'),{'model': 'lumia2773', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '17609', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('Lg', 'hero3544'),{'model': 'hero3544', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Lg', 'price': '7811', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '12'}
('Lg', 'hero1665'),{'model': 'hero1665', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Lg', 'price': '22432', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('Lg', 'hero2192'),{'model': 'hero2192', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '2', 'company': 'Lg', 'price': '7976', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '24'}
('Lg', 'blackberry850'),{'model': 'blackberry850', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '5', 'company': 'Lg', 'price': '19575', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('Lg', 'blackberry1576'),{'model': 'blackberry1576', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Lg', 'price': '27203', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Lg', 'blackberry4438'),{'model': 'blackberry4438', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '2', 'company': 'Lg', 'price': '30825', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '25'}
('Lg', 'lumia1689'),{'model': 'lumia1689', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Lg', 'price': '24979', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '18'}
('Lg', 'lumia3136'),{'model': 'lumia3136', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Lg', 'price': '29150', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '30'}
('Lg', 'hero2088'),{'model': 'hero2088', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Lg', 'price': '20123', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('Lg', 'N1013'),{'model': 'N1013', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'Lg', 'price': '12873', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '18'}
('Lg', 'blackberry4173'),{'model': 'blackberry4173', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '2', 'company': 'Lg', 'price': '34069', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '6'}
('Lg', 'blackberry440'),{'model': 'blackberry440', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Lg', 'price': '27259', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '15'}
('Lg', 'hero3201'),{'model': 'hero3201', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Lg', 'price': '16496', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '26'}
('Lg', 'hero3841'),{'model': 'hero3841', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'Lg', 'price': '15057', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '30'}
('Lg', 'blackberry599'),{'model': 'blackberry599', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Lg', 'price': '18838', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '10'}
('Lg', 'hero250'),{'model': 'hero250', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Lg', 'price': '2861', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '30'}
('Lg', 'lumia1828'),{'model': 'lumia1828', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Lg', 'price': '2399', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '22'}
('Lg', 'blackberry4002'),{'model': 'blackberry4002', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '4', 'company': 'Lg', 'price': '11565', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '22'}
('Lg', 'lumia1448'),{'model': 'lumia1448', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '5', 'company': 'Lg', 'price': '29667', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '8'}
('Lg', 'hero3586'),{'model': 'hero3586', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '3', 'company': 'Lg', 'price': '6796', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '15'}
('Lg', 'hero2434'),{'model': 'hero2434', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '5', 'company': 'Lg', 'price': '19261', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '28'}
('Lg', 'blackberry634'),{'model': 'blackberry634', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '5', 'company': 'Lg', 'price': '11991', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Lg', 'blackberry1512'),{'model': 'blackberry1512', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '2', 'company': 'Lg', 'price': '11401', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '23'}
('Lg', 'blackberry2082'),{'model': 'blackberry2082', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Lg', 'price': '27812', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '28'}
('Lg', 'hero1339'),{'model': 'hero1339', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Lg', 'price': '11003', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '7'}
('Lg', 'hero968'),{'model': 'hero968', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '3', 'company': 'Lg', 'price': '34477', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '30'}
('Lg', 'N2667'),{'model': 'N2667', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '3', 'company': 'Lg', 'price': '3056', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '28'}
('Lg', 'hero2269'),{'model': 'hero2269', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '5', 'company': 'Lg', 'price': '11773', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '7'}
('Lg', 'lumia268'),{'model': 'lumia268', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Lg', 'price': '22791', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '23'}
('Lg', 'hero2510'),{'model': 'hero2510', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Lg', 'price': '11357', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '13'}
('Lg', 'N3499'),{'model': 'N3499', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'Lg', 'price': '8340', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '30'}
('Lg', 'hero1180'),{'model': 'hero1180', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'Lg', 'price': '28517', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '30'}
('Lg', 'lumia1432'),{'model': 'lumia1432', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '5', 'company': 'Lg', 'price': '37596', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('Lg', 'blackberry2826'),{'model': 'blackberry2826', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Lg', 'price': '10579', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('Lg', 'blackberry635'),{'model': 'blackberry635', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'Lg', 'price': '15776', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('Lg', 'lumia3423'),{'model': 'lumia3423', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '4', 'company': 'Lg', 'price': '17631', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '30'}
('Lg', 'lumia2419'),{'model': 'lumia2419', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '1', 'company': 'Lg', 'price': '16457', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '5'}
('Lg', 'hero3434'),{'model': 'hero3434', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '3', 'company': 'Lg', 'price': '27088', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '10'}
('Lg', 'N3030'),{'model': 'N3030', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '1', 'company': 'Lg', 'price': '28223', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Lg', 'hero4440'),{'model': 'hero4440', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '0', 'company': 'Lg', 'price': '23012', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('Lg', 'blackberry774'),{'model': 'blackberry774', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'Lg', 'price': '14566', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '23'}
('Lg', 'N3298'),{'model': 'N3298', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Lg', 'price': '21607', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
('Lg', 'N4257'),{'model': 'N4257', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '3', 'company': 'Lg', 'price': '16414', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '23'}
('Lg', 'lumia2424'),{'model': 'lumia2424', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '0', 'company': 'Lg', 'price': '7734', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '11'}
('Lg', 'lumia3620'),{'model': 'lumia3620', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Lg', 'price': '18000', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '20'}
('Lg', 'lumia1719'),{'model': 'lumia1719', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Lg', 'price': '9970', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '16'}
('Lg', 'hero2796'),{'model': 'hero2796', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Lg', 'price': '14182', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '17'}
('Lg', 'blackberry1020'),{'model': 'blackberry1020', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'Lg', 'price': '3445', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '22'}
('Lg', 'hero1719'),{'model': 'hero1719', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'Lg', 'price': '29778', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Lg', 'lumia2092'),{'model': 'lumia2092', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Lg', 'price': '16344', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '27'}
('Lg', 'blackberry3158'),{'model': 'blackberry3158', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '2', 'company': 'Lg', 'price': '6497', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '12'}
('Lg', 'blackberry1268'),{'model': 'blackberry1268', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Lg', 'price': '15785', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '14'}
('Lg', 'lumia1679'),{'model': 'lumia1679', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'Lg', 'price': '19410', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('Lg', 'hero358'),{'model': 'hero358', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Lg', 'price': '19793', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '16'}
('Lg', 'lumia2985'),{'model': 'lumia2985', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '5', 'company': 'Lg', 'price': '4858', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '9'}
('Lg', 'hero443'),{'model': 'hero443', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '4', 'company': 'Lg', 'price': '36835', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '8'}
('Lg', 'N677'),{'model': 'N677', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '0', 'company': 'Lg', 'price': '15224', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '6'}
('Lg', 'lumia3270'),{'model': 'lumia3270', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Lg', 'price': '28894', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '7'}
('Lg', 'hero3770'),{'model': 'hero3770', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '1', 'company': 'Lg', 'price': '29736', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '27'}
('Lg', 'lumia2616'),{'model': 'lumia2616', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'Lg', 'price': '2626', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '10'}
('Lg', 'lumia4043'),{'model': 'lumia4043', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '3', 'company': 'Lg', 'price': '14438', 'thickness': '25', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '17'}
('Lg', 'lumia490'),{'model': 'lumia490', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Lg', 'price': '28325', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Lg', 'blackberry169'),{'model': 'blackberry169', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Lg', 'price': '11029', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '29'}
('Lg', 'lumia1668'),{'model': 'lumia1668', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Lg', 'price': '17908', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '23'}
('Lg', 'N4164'),{'model': 'N4164', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'Lg', 'price': '27495', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Lg', 'blackberry840'),{'model': 'blackberry840', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Lg', 'price': '4147', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '6'}
('Lg', 'hero510'),{'model': 'hero510', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Lg', 'price': '6468', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '17'}
('Lg', 'lumia4487'),{'model': 'lumia4487', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Lg', 'price': '7732', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Lg', 'hero2068'),{'model': 'hero2068', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '1', 'company': 'Lg', 'price': '4260', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Lg', 'hero3370'),{'model': 'hero3370', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '4', 'company': 'Lg', 'price': '6328', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '27'}
('Lg', 'N1032'),{'model': 'N1032', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Lg', 'price': '18155', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '29'}
('Lg', 'hero2542'),{'model': 'hero2542', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Lg', 'price': '9830', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '7'}
('Lg', 'hero794'),{'model': 'hero794', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'Lg', 'price': '39244', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '13'}
('Lg', 'blackberry4498'),{'model': 'blackberry4498', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '1', 'company': 'Lg', 'price': '4879', 'thickness': '11', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('Lg', 'blackberry1763'),{'model': 'blackberry1763', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '3', 'company': 'Lg', 'price': '26137', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '29'}
('Lg', 'lumia1733'),{'model': 'lumia1733', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Lg', 'price': '4431', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '27'}
('Lg', 'N2494'),{'model': 'N2494', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Lg', 'price': '29614', 'thickness': '22', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '30'}
('Lg', 'lumia2251'),{'model': 'lumia2251', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'Lg', 'price': '3674', 'thickness': '25', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '25'}
('Lg', 'hero3007'),{'model': 'hero3007', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'Lg', 'price': '31811', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '21'}
('Lg', 'blackberry3992'),{'model': 'blackberry3992', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Lg', 'price': '27633', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '10'}
('Lg', 'hero3992'),{'model': 'hero3992', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '5', 'company': 'Lg', 'price': '36150', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '15'}
('Lg', 'N2336'),{'model': 'N2336', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '0', 'company': 'Lg', 'price': '26847', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('Lg', 'hero4015'),{'model': 'hero4015', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '5', 'company': 'Lg', 'price': '35689', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Lg', 'hero3488'),{'model': 'hero3488', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '1', 'company': 'Lg', 'price': '17029', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '8'}
('Lg', 'hero3933'),{'model': 'hero3933', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Lg', 'price': '1794', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '30'}
('Lg', 'hero3851'),{'model': 'hero3851', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '1', 'company': 'Lg', 'price': '20124', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '14'}
('Lg', 'N2748'),{'model': 'N2748', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Lg', 'price': '20341', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Lg', 'blackberry4474'),{'model': 'blackberry4474', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'Lg', 'price': '30382', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '6'}
('Lg', 'hero3425'),{'model': 'hero3425', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '3', 'company': 'Lg', 'price': '5775', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('Lg', 'hero204'),{'model': 'hero204', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Lg', 'price': '26759', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '16'}
('Lg', 'lumia4076'),{'model': 'lumia4076', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '5', 'company': 'Lg', 'price': '20217', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '9'}
('Lg', 'lumia1593'),{'model': 'lumia1593', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '1', 'company': 'Lg', 'price': '27099', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '14'}
('Lg', 'blackberry3942'),{'model': 'blackberry3942', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '5', 'company': 'Lg', 'price': '22321', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '10'}
('Lg', 'hero302'),{'model': 'hero302', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'Lg', 'price': '1125', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '19'}
