('Samsung', 'N2384'),{'model': 'N2384', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Samsung', 'price': '26073', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '16'}
('Samsung', 'hero2473'),{'model': 'hero2473', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Samsung', 'price': '36730', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('Samsung', 'blackberry2299'),{'model': 'blackberry2299', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Samsung', 'price': '20157', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '7'}
('Samsung', 'hero3938'),{'model': 'hero3938', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '3', 'company': 'Samsung', 'price': '8573', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '17'}
('Samsung', 'lumia3392'),{'model': 'lumia3392', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Samsung', 'price': '15566', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '23'}
('Samsung', 'hero532'),{'model': 'hero532', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'Samsung', 'price': '36236', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Samsung', 'hero4052'),{'model': 'hero4052', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '4', 'company': 'Samsung', 'price': '1842', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '11'}
('Samsung', 'hero1314'),{'model': 'hero1314', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Samsung', 'price': '12639', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '11'}
('Samsung', 'blackberry1316'),{'model': 'blackberry1316', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'Samsung', 'price': '19992', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '7'}
('Samsung', 'hero806'),{'model': 'hero806', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '5', 'company': 'Samsung', 'price': '28765', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '9'}
('Samsung', 'N356'),{'model': 'N356', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Samsung', 'price': '11911', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '8'}
('Samsung', 'hero450'),{'model': 'hero450', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '1', 'company': 'Samsung', 'price': '11716', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '14'}
('Samsung', 'hero4204'),{'model': 'hero4204', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Samsung', 'price': '12941', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '6'}
('Samsung', 'hero4032'),{'model': 'hero4032', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '1', 'company': 'Samsung', 'price': '25102', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '5'}
('Samsung', 'lumia684'),{'model': 'lumia684', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Samsung', 'price': '13455', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '27'}
('Samsung', 'hero2500'),{'model': 'hero2500', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Samsung', 'price': '23407', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '13'}
('Samsung', 'hero4008'),{'model': 'hero4008', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '2', 'company': 'Samsung', 'price': '18201', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '24'}
('Samsung', 'lumia4183'),{'model': 'lumia4183', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '5', 'company': 'Samsung', 'price': '34170', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '21'}
('Samsung', 'N4172'),{'model': 'N4172', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Samsung', 'price': '5446', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '18'}
('Samsung', 'blackberry3846'),{'model': 'blackberry3846', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'Samsung', 'price': '24819', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '13'}
('Samsung', 'blackberry668'),{'model': 'blackberry668', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '4', 'company': 'Samsung', 'price': '15405', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '5'}
('Samsung', 'blackberry2763'),{'model': 'blackberry2763', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '3', 'company': 'Samsung', 'price': '6015', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '9'}
('Samsung', 'blackberry3968'),{'model': 'blackberry3968', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'Samsung', 'price': '19682', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '28'}
('Samsung', 'lumia1917'),{'model': 'lumia1917', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Samsung', 'price': '24283', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('Samsung', 'blackberry3465'),{'model': 'blackberry3465', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'Samsung', 'price': '25286', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('Samsung', 'lumia2784'),{'model': 'lumia2784', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Samsung', 'price': '9202', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '18'}
('Samsung', 'lumia3296'),{'model': 'lumia3296', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Samsung', 'price': '23419', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '10'}
('Samsung', 'hero1977'),{'model': 'hero1977', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Samsung', 'price': '6512', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '15'}
('Samsung', 'hero3759'),{'model': 'hero3759', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '1', 'company': 'Samsung', 'price': '23647', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '19'}
('Samsung', 'hero2606'),{'model': 'hero2606', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '1', 'company': 'Samsung', 'price': '30067', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('Samsung', 'N3795'),{'model': 'N3795', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'Samsung', 'price': '39919', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '8'}
('Samsung', 'lumia3397'),{'model': 'lumia3397', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Samsung', 'price': '32517', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('Samsung', 'lumia1953'),{'model': 'lumia1953', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'Samsung', 'price': '6311', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '24'}
('Samsung', 'hero1639'),{'model': 'hero1639', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Samsung', 'price': '27239', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '21'}
('Samsung', 'hero3314'),{'model': 'hero3314', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'Samsung', 'price': '28370', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '22'}
('Samsung', 'N3066'),{'model': 'N3066', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '0', 'company': 'Samsung', 'price': '11457', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '26'}
('Samsung', 'blackberry2183'),{'model': 'blackberry2183', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '0', 'company': 'Samsung', 'price': '1850', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '29'}
('Samsung', 'hero136'),{'model': 'hero136', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '1', 'company': 'Samsung', 'price': '38762', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Samsung', 'N2791'),{'model': 'N2791', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '3', 'company': 'Samsung', 'price': '32299', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '8'}
('Samsung', 'hero2406'),{'model': 'hero2406', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Samsung', 'price': '19290', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('Samsung', 'hero3491'),{'model': 'hero3491', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Samsung', 'price': '33129', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '13'}
('Samsung', 'hero1396'),{'model': 'hero1396', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '5', 'company': 'Samsung', 'price': '11855', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
('Samsung', 'hero2052'),{'model': 'hero2052', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Samsung', 'price': '39328', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '18'}
('Samsung', 'blackberry473'),{'model': 'blackberry473', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Samsung', 'price': '20933', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '12'}
('Samsung', 'lumia3937'),{'model': 'lumia3937', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Samsung', 'price': '14994', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '8'}
('Samsung', 'hero3758'),{'model': 'hero3758', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '2', 'company': 'Samsung', 'price': '27715', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '25'}
('Samsung', 'lumia4519'),{'model': 'lumia4519', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '1', 'company': 'Samsung', 'price': '25689', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '20'}
('Samsung', 'N4542'),{'model': 'N4542', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'Samsung', 'price': '10605', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('Samsung', 'N578'),{'model': 'N578', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '2', 'company': 'Samsung', 'price': '6021', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '9'}
('Samsung', 'hero1814'),{'model': 'hero1814', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Samsung', 'price': '21663', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '23'}
('Samsung', 'blackberry4152'),{'model': 'blackberry4152', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Samsung', 'price': '1589', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '26'}
('Samsung', 'blackberry2557'),{'model': 'blackberry2557', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '4', 'company': 'Samsung', 'price': '30990', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '30'}
('Samsung', 'lumia1738'),{'model': 'lumia1738', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Samsung', 'price': '35498', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '30'}
('Samsung', 'hero843'),{'model': 'hero843', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'Samsung', 'price': '39002', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '23'}
('Samsung', 'hero3473'),{'model': 'hero3473', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'Samsung', 'price': '17358', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '9'}
('Samsung', 'blackberry776'),{'model': 'blackberry776', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '2', 'company': 'Samsung', 'price': '34542', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '21'}
('Samsung', 'hero2410'),{'model': 'hero2410', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '5', 'company': 'Samsung', 'price': '3160', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '8'}
('Samsung', 'lumia3211'),{'model': 'lumia3211', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Samsung', 'price': '4107', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '12'}
('Samsung', 'lumia701'),{'model': 'lumia701', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Samsung', 'price': '38734', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '21'}
('Samsung', 'hero1852'),{'model': 'hero1852', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '2', 'company': 'Samsung', 'price': '27063', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '22'}
('Samsung', 'lumia254'),{'model': 'lumia254', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Samsung', 'price': '12654', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '25'}
('Samsung', 'blackberry1571'),{'model': 'blackberry1571', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '4', 'company': 'Samsung', 'price': '30512', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '18'}
('Samsung', 'lumia3425'),{'model': 'lumia3425', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'Samsung', 'price': '18874', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '11'}
('Samsung', 'lumia764'),{'model': 'lumia764', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Samsung', 'price': '20433', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('Samsung', 'lumia1569'),{'model': 'lumia1569', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '1', 'company': 'Samsung', 'price': '8597', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '28'}
('Samsung', 'lumia4166'),{'model': 'lumia4166', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'Samsung', 'price': '35297', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Samsung', 'hero266'),{'model': 'hero266', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Samsung', 'price': '31130', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '7'}
('Samsung', 'hero1042'),{'model': 'hero1042', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '1', 'company': 'Samsung', 'price': '12635', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '30'}
('Samsung', 'blackberry2868'),{'model': 'blackberry2868', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'Samsung', 'price': '31221', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '23'}
('Samsung', 'hero192'),{'model': 'hero192', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Samsung', 'price': '17082', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '19'}
('Samsung', 'lumia259'),{'model': 'lumia259', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Samsung', 'price': '11169', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('Samsung', 'lumia2158'),{'model': 'lumia2158', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '0', 'company': 'Samsung', 'price': '13610', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('Samsung', 'hero4032'),{'model': 'hero4032', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Samsung', 'price': '24432', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Samsung', 'hero1076'),{'model': 'hero1076', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Samsung', 'price': '30512', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '27'}
('Samsung', 'lumia2975'),{'model': 'lumia2975', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '0', 'company': 'Samsung', 'price': '18075', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '21'}
('Samsung', 'hero4402'),{'model': 'hero4402', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Samsung', 'price': '18675', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('Samsung', 'lumia3870'),{'model': 'lumia3870', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'Samsung', 'price': '26089', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('Samsung', 'blackberry1128'),{'model': 'blackberry1128', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '1', 'company': 'Samsung', 'price': '7558', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '19'}
('Samsung', 'N332'),{'model': 'N332', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '0', 'company': 'Samsung', 'price': '9269', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '22'}
('Samsung', 'lumia2750'),{'model': 'lumia2750', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '3', 'company': 'Samsung', 'price': '17208', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('Samsung', 'hero2594'),{'model': 'hero2594', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '1', 'company': 'Samsung', 'price': '2012', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '9'}
('Samsung', 'hero3570'),{'model': 'hero3570', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '1', 'company': 'Samsung', 'price': '28578', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '23'}
('Samsung', 'blackberry4416'),{'model': 'blackberry4416', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '0', 'company': 'Samsung', 'price': '17056', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '26'}
('Samsung', 'hero2290'),{'model': 'hero2290', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '5', 'company': 'Samsung', 'price': '22597', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '9'}
('Samsung', 'blackberry2754'),{'model': 'blackberry2754', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '5', 'company': 'Samsung', 'price': '22501', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '16'}
('Samsung', 'N2822'),{'model': 'N2822', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '1', 'company': 'Samsung', 'price': '18295', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '14'}
('Samsung', 'hero3719'),{'model': 'hero3719', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Samsung', 'price': '26091', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '17'}
('Samsung', 'blackberry1664'),{'model': 'blackberry1664', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Samsung', 'price': '24752', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('Samsung', 'hero3540'),{'model': 'hero3540', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Samsung', 'price': '24622', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '14'}
('Samsung', 'lumia970'),{'model': 'lumia970', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '4', 'company': 'Samsung', 'price': '21002', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '9'}
('Samsung', 'hero1300'),{'model': 'hero1300', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '5', 'company': 'Samsung', 'price': '16885', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '24'}
('Samsung', 'hero3580'),{'model': 'hero3580', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'Samsung', 'price': '15936', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '29'}
('Samsung', 'N2738'),{'model': 'N2738', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Samsung', 'price': '15128', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '10'}
('Samsung', 'blackberry4558'),{'model': 'blackberry4558', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'Samsung', 'price': '35234', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Samsung', 'hero1031'),{'model': 'hero1031', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Samsung', 'price': '21941', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
('Samsung', 'hero3953'),{'model': 'hero3953', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Samsung', 'price': '29781', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '9'}
('Samsung', 'hero1611'),{'model': 'hero1611', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Samsung', 'price': '19266', 'thickness': '12', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
('Samsung', 'hero374'),{'model': 'hero374', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '0', 'company': 'Samsung', 'price': '38166', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '16'}
('Samsung', 'lumia263'),{'model': 'lumia263', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '2', 'company': 'Samsung', 'price': '8318', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('Samsung', 'blackberry3150'),{'model': 'blackberry3150', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '0', 'company': 'Samsung', 'price': '32811', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('Samsung', 'blackberry189'),{'model': 'blackberry189', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '5', 'company': 'Samsung', 'price': '25274', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '6'}
('Samsung', 'blackberry1938'),{'model': 'blackberry1938', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Samsung', 'price': '26792', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '6'}
('Samsung', 'hero1067'),{'model': 'hero1067', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Samsung', 'price': '5203', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '25'}
('Samsung', 'lumia3533'),{'model': 'lumia3533', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '3', 'company': 'Samsung', 'price': '11377', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '26'}
('Samsung', 'blackberry2360'),{'model': 'blackberry2360', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'Samsung', 'price': '16127', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '29'}
('Samsung', 'hero280'),{'model': 'hero280', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Samsung', 'price': '9454', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('Samsung', 'lumia4368'),{'model': 'lumia4368', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Samsung', 'price': '27653', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '13'}
('Samsung', 'hero1601'),{'model': 'hero1601', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '4', 'company': 'Samsung', 'price': '11127', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Samsung', 'hero2790'),{'model': 'hero2790', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Samsung', 'price': '9120', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '24'}
('Samsung', 'hero4533'),{'model': 'hero4533', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '4', 'company': 'Samsung', 'price': '1526', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '25'}
('Samsung', 'hero3008'),{'model': 'hero3008', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '1', 'company': 'Samsung', 'price': '28550', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
('Samsung', 'hero1313'),{'model': 'hero1313', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '4', 'company': 'Samsung', 'price': '3389', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('Samsung', 'blackberry2977'),{'model': 'blackberry2977', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '5', 'company': 'Samsung', 'price': '16072', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '16'}
('Samsung', 'hero3935'),{'model': 'hero3935', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Samsung', 'price': '22189', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '27'}
('Samsung', 'blackberry514'),{'model': 'blackberry514', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '2', 'company': 'Samsung', 'price': '18626', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '22'}
