('Nokia', 'lumia4004'),{'model': 'lumia4004', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Nokia', 'price': '15299', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '22'}
('Nokia', 'blackberry176'),{'model': 'blackberry176', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '1', 'company': 'Nokia', 'price': '22677', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '24'}
('Nokia', 'lumia4519'),{'model': 'lumia4519', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '1', 'company': 'Nokia', 'price': '35012', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '16'}
('Nokia', 'hero4322'),{'model': 'hero4322', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Nokia', 'price': '32560', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '13'}
('Nokia', 'blackberry2030'),{'model': 'blackberry2030', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '5', 'company': 'Nokia', 'price': '20739', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '23'}
('Nokia', 'N4141'),{'model': 'N4141', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Nokia', 'price': '29285', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '26'}
('Nokia', 'hero379'),{'model': 'hero379', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Nokia', 'price': '22465', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '17'}
('Nokia', 'lumia4559'),{'model': 'lumia4559', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Nokia', 'price': '8332', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '7'}
('Nokia', 'hero585'),{'model': 'hero585', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '5', 'company': 'Nokia', 'price': '23955', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '7'}
('Nokia', 'hero3238'),{'model': 'hero3238', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '5', 'company': 'Nokia', 'price': '27202', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Nokia', 'hero3273'),{'model': 'hero3273', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'Nokia', 'price': '39251', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('Nokia', 'N1160'),{'model': 'N1160', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Nokia', 'price': '9214', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '28'}
('Nokia', 'blackberry535'),{'model': 'blackberry535', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'Nokia', 'price': '6760', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '10'}
('Nokia', 'hero3979'),{'model': 'hero3979', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Nokia', 'price': '37047', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '16'}
('Nokia', 'hero4527'),{'model': 'hero4527', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '5', 'company': 'Nokia', 'price': '34495', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '8'}
('Nokia', 'hero2302'),{'model': 'hero2302', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '1', 'company': 'Nokia', 'price': '29168', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('Nokia', 'blackberry1230'),{'model': 'blackberry1230', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Nokia', 'price': '38575', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '25'}
('Nokia', 'blackberry4293'),{'model': 'blackberry4293', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '0', 'company': 'Nokia', 'price': '29702', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '10'}
('Nokia', 'blackberry1781'),{'model': 'blackberry1781', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Nokia', 'price': '1803', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '29'}
('Nokia', 'hero4571'),{'model': 'hero4571', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'Nokia', 'price': '34739', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '24'}
('Nokia', 'lumia3064'),{'model': 'lumia3064', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Nokia', 'price': '7502', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('Nokia', 'N2871'),{'model': 'N2871', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Nokia', 'price': '5611', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '22'}
('Nokia', 'hero871'),{'model': 'hero871', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '1', 'company': 'Nokia', 'price': '22437', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '29'}
('Nokia', 'N2528'),{'model': 'N2528', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '1', 'company': 'Nokia', 'price': '21805', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '7'}
('Nokia', 'lumia1651'),{'model': 'lumia1651', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'Nokia', 'price': '36514', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '27'}
('Nokia', 'blackberry1675'),{'model': 'blackberry1675', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'Nokia', 'price': '31093', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('Nokia', 'blackberry3816'),{'model': 'blackberry3816', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Nokia', 'price': '14556', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Nokia', 'blackberry3375'),{'model': 'blackberry3375', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '5', 'company': 'Nokia', 'price': '23352', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '10'}
('Nokia', 'N327'),{'model': 'N327', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Nokia', 'price': '18852', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Nokia', 'hero994'),{'model': 'hero994', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Nokia', 'price': '31354', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '7'}
('Nokia', 'hero2301'),{'model': 'hero2301', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Nokia', 'price': '36023', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '12'}
('Nokia', 'hero1835'),{'model': 'hero1835', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Nokia', 'price': '4210', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Nokia', 'N3148'),{'model': 'N3148', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Nokia', 'price': '32298', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '30'}
('Nokia', 'lumia777'),{'model': 'lumia777', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '4', 'company': 'Nokia', 'price': '27013', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('Nokia', 'N318'),{'model': 'N318', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Nokia', 'price': '8482', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('Nokia', 'N3827'),{'model': 'N3827', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'Nokia', 'price': '14903', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '22'}
('Nokia', 'hero313'),{'model': 'hero313', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'Nokia', 'price': '7740', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '19'}
('Nokia', 'lumia3829'),{'model': 'lumia3829', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '3', 'company': 'Nokia', 'price': '34184', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '9'}
('Nokia', 'blackberry1480'),{'model': 'blackberry1480', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Nokia', 'price': '28248', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '6'}
('Nokia', 'N3212'),{'model': 'N3212', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '4', 'company': 'Nokia', 'price': '30819', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Nokia', 'blackberry3339'),{'model': 'blackberry3339', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '0', 'company': 'Nokia', 'price': '27957', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '30'}
('Nokia', 'hero1890'),{'model': 'hero1890', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Nokia', 'price': '5215', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '18'}
('Nokia', 'lumia353'),{'model': 'lumia353', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '3', 'company': 'Nokia', 'price': '7972', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '5'}
('Nokia', 'N2914'),{'model': 'N2914', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '5', 'company': 'Nokia', 'price': '35767', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '22'}
('Nokia', 'blackberry4308'),{'model': 'blackberry4308', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'Nokia', 'price': '30347', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Nokia', 'N3374'),{'model': 'N3374', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '2', 'company': 'Nokia', 'price': '9875', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '11'}
('Nokia', 'N2466'),{'model': 'N2466', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Nokia', 'price': '18445', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '28'}
('Nokia', 'blackberry3546'),{'model': 'blackberry3546', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Nokia', 'price': '16481', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '24'}
('Nokia', 'hero3034'),{'model': 'hero3034', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '3', 'company': 'Nokia', 'price': '22546', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '12'}
('Nokia', 'N2116'),{'model': 'N2116', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Nokia', 'price': '36295', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '26'}
('Nokia', 'blackberry295'),{'model': 'blackberry295', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '2', 'company': 'Nokia', 'price': '12371', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '8'}
('Nokia', 'lumia1116'),{'model': 'lumia1116', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Nokia', 'price': '35100', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '23'}
('Nokia', 'hero543'),{'model': 'hero543', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '4', 'company': 'Nokia', 'price': '28380', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '15'}
('Nokia', 'hero4171'),{'model': 'hero4171', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Nokia', 'price': '32197', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '21'}
('Nokia', 'blackberry3836'),{'model': 'blackberry3836', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Nokia', 'price': '38951', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '9'}
('Nokia', 'hero2151'),{'model': 'hero2151', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Nokia', 'price': '2137', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '9'}
('Nokia', 'lumia1589'),{'model': 'lumia1589', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '2', 'company': 'Nokia', 'price': '13368', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '8'}
('Nokia', 'hero1709'),{'model': 'hero1709', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Nokia', 'price': '11157', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '19'}
('Nokia', 'blackberry3022'),{'model': 'blackberry3022', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '5', 'company': 'Nokia', 'price': '7809', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '17'}
('Nokia', 'N2694'),{'model': 'N2694', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Nokia', 'price': '35837', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '11'}
('Nokia', 'N2157'),{'model': 'N2157', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '0', 'company': 'Nokia', 'price': '30755', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('Nokia', 'hero887'),{'model': 'hero887', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Nokia', 'price': '32994', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '13'}
('Nokia', 'lumia4069'),{'model': 'lumia4069', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '3', 'company': 'Nokia', 'price': '19393', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '10'}
('Nokia', 'blackberry4234'),{'model': 'blackberry4234', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Nokia', 'price': '39391', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '30'}
('Nokia', 'lumia3305'),{'model': 'lumia3305', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Nokia', 'price': '23549', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '28'}
('Nokia', 'hero2682'),{'model': 'hero2682', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '0', 'company': 'Nokia', 'price': '14216', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '25'}
('Nokia', 'hero1551'),{'model': 'hero1551', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Nokia', 'price': '31027', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '5'}
('Nokia', 'lumia2155'),{'model': 'lumia2155', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Nokia', 'price': '15557', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '13'}
('Nokia', 'hero259'),{'model': 'hero259', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'Nokia', 'price': '16466', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '11'}
('Nokia', 'blackberry4538'),{'model': 'blackberry4538', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Nokia', 'price': '33716', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('Nokia', 'hero962'),{'model': 'hero962', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Nokia', 'price': '36835', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '22'}
('Nokia', 'N3262'),{'model': 'N3262', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'Nokia', 'price': '29636', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '8'}
('Nokia', 'blackberry4442'),{'model': 'blackberry4442', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '1', 'company': 'Nokia', 'price': '6761', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '26'}
('Nokia', 'hero3675'),{'model': 'hero3675', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'Nokia', 'price': '31829', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '26'}
('Nokia', 'lumia3175'),{'model': 'lumia3175', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Nokia', 'price': '39488', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '7'}
('Nokia', 'hero4451'),{'model': 'hero4451', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '3', 'company': 'Nokia', 'price': '6228', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '14'}
('Nokia', 'hero3224'),{'model': 'hero3224', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Nokia', 'price': '22809', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '25'}
('Nokia', 'hero671'),{'model': 'hero671', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'Nokia', 'price': '25784', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '30'}
('Nokia', 'N122'),{'model': 'N122', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Nokia', 'price': '33865', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '7'}
('Nokia', 'N2442'),{'model': 'N2442', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '5', 'company': 'Nokia', 'price': '15706', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '16'}
('Nokia', 'hero304'),{'model': 'hero304', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Nokia', 'price': '7291', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('Nokia', 'hero4378'),{'model': 'hero4378', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'Nokia', 'price': '7318', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '8'}
('Nokia', 'lumia1678'),{'model': 'lumia1678', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Nokia', 'price': '33192', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '21'}
('Nokia', 'hero3057'),{'model': 'hero3057', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Nokia', 'price': '30441', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '12'}
('Nokia', 'hero2275'),{'model': 'hero2275', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '5', 'company': 'Nokia', 'price': '8760', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '11'}
('Nokia', 'hero3966'),{'model': 'hero3966', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '3', 'company': 'Nokia', 'price': '25450', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Nokia', 'lumia4348'),{'model': 'lumia4348', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Nokia', 'price': '2882', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '24'}
('Nokia', 'lumia961'),{'model': 'lumia961', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Nokia', 'price': '18006', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('Nokia', 'hero620'),{'model': 'hero620', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Nokia', 'price': '38704', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '12'}
('Nokia', 'lumia638'),{'model': 'lumia638', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Nokia', 'price': '5709', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Nokia', 'lumia2307'),{'model': 'lumia2307', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '5', 'company': 'Nokia', 'price': '8199', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '25'}
('Nokia', 'lumia2121'),{'model': 'lumia2121', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'Nokia', 'price': '18660', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '5'}
('Nokia', 'hero4473'),{'model': 'hero4473', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '4', 'company': 'Nokia', 'price': '12545', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '10'}
('Nokia', 'hero970'),{'model': 'hero970', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '1', 'company': 'Nokia', 'price': '23574', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Nokia', 'blackberry1426'),{'model': 'blackberry1426', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '5', 'company': 'Nokia', 'price': '28274', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '29'}
('Nokia', 'hero3489'),{'model': 'hero3489', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Nokia', 'price': '2743', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '7'}
('Nokia', 'lumia4165'),{'model': 'lumia4165', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Nokia', 'price': '5301', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '10'}
('Nokia', 'lumia878'),{'model': 'lumia878', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Nokia', 'price': '32652', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '28'}
('Nokia', 'blackberry3060'),{'model': 'blackberry3060', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '5', 'company': 'Nokia', 'price': '6127', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '28'}
('Nokia', 'N3899'),{'model': 'N3899', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Nokia', 'price': '34201', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '20'}
('Nokia', 'hero4267'),{'model': 'hero4267', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Nokia', 'price': '2439', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '24'}
('Nokia', 'N2898'),{'model': 'N2898', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Nokia', 'price': '31785', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
('Nokia', 'lumia2392'),{'model': 'lumia2392', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '0', 'company': 'Nokia', 'price': '21462', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '24'}
('Nokia', 'hero479'),{'model': 'hero479', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '3', 'company': 'Nokia', 'price': '27460', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Nokia', 'hero3060'),{'model': 'hero3060', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '2', 'company': 'Nokia', 'price': '25432', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '11'}
('Nokia', 'N993'),{'model': 'N993', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Nokia', 'price': '28214', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('Nokia', 'lumia3529'),{'model': 'lumia3529', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '5', 'company': 'Nokia', 'price': '30088', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '8'}
('Nokia', 'lumia1762'),{'model': 'lumia1762', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Nokia', 'price': '3852', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '15'}
('Nokia', 'lumia3347'),{'model': 'lumia3347', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Nokia', 'price': '31765', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('Nokia', 'lumia1366'),{'model': 'lumia1366', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '0', 'company': 'Nokia', 'price': '4681', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('Nokia', 'hero1844'),{'model': 'hero1844', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Nokia', 'price': '26698', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '10'}
('Nokia', 'blackberry427'),{'model': 'blackberry427', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '4', 'company': 'Nokia', 'price': '25200', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '12'}
('Nokia', 'hero1917'),{'model': 'hero1917', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '1', 'company': 'Nokia', 'price': '18760', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '11'}
('Nokia', 'blackberry864'),{'model': 'blackberry864', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Nokia', 'price': '20859', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '15'}
('Nokia', 'hero768'),{'model': 'hero768', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Nokia', 'price': '17754', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '23'}
