('SonyEricsson', 'hero122'),{'model': 'hero122', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '19036', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('SonyEricsson', 'lumia1182'),{'model': 'lumia1182', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '15002', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '10'}
('SonyEricsson', 'hero3240'),{'model': 'hero3240', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '2975', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '17'}
('SonyEricsson', 'hero2656'),{'model': 'hero2656', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '13304', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '30'}
('SonyEricsson', 'blackberry2681'),{'model': 'blackberry2681', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '7942', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('SonyEricsson', 'hero1056'),{'model': 'hero1056', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '12348', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('SonyEricsson', 'hero4271'),{'model': 'hero4271', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '3542', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '25'}
('SonyEricsson', 'hero1794'),{'model': 'hero1794', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '17040', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '20'}
('SonyEricsson', 'hero269'),{'model': 'hero269', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '5653', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '10'}
('SonyEricsson', 'blackberry1103'),{'model': 'blackberry1103', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '6110', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('SonyEricsson', 'lumia3398'),{'model': 'lumia3398', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '4666', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('SonyEricsson', 'hero3324'),{'model': 'hero3324', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '28339', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '11'}
('SonyEricsson', 'N1786'),{'model': 'N1786', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '36762', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '25'}
('SonyEricsson', 'N3560'),{'model': 'N3560', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '29446', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '29'}
('SonyEricsson', 'hero1891'),{'model': 'hero1891', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '30054', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '30'}
('SonyEricsson', 'lumia2503'),{'model': 'lumia2503', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '13103', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '14'}
('SonyEricsson', 'hero2740'),{'model': 'hero2740', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '8973', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('SonyEricsson', 'hero690'),{'model': 'hero690', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '39427', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('SonyEricsson', 'lumia4075'),{'model': 'lumia4075', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '17189', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '14'}
('SonyEricsson', 'hero3783'),{'model': 'hero3783', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '6078', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '9'}
('SonyEricsson', 'hero3003'),{'model': 'hero3003', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '31644', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '10'}
('SonyEricsson', 'lumia3830'),{'model': 'lumia3830', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '17118', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('SonyEricsson', 'lumia576'),{'model': 'lumia576', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '11503', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '18'}
('SonyEricsson', 'hero1714'),{'model': 'hero1714', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '32461', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('SonyEricsson', 'hero1856'),{'model': 'hero1856', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '13510', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '7'}
('SonyEricsson', 'blackberry2724'),{'model': 'blackberry2724', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '25429', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '12'}
('SonyEricsson', 'hero3606'),{'model': 'hero3606', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '5028', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('SonyEricsson', 'N918'),{'model': 'N918', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '25406', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('SonyEricsson', 'hero2083'),{'model': 'hero2083', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '34416', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '23'}
('SonyEricsson', 'hero410'),{'model': 'hero410', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '28462', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('SonyEricsson', 'hero138'),{'model': 'hero138', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '33604', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '16'}
('SonyEricsson', 'N3478'),{'model': 'N3478', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '28895', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '14'}
('SonyEricsson', 'blackberry1197'),{'model': 'blackberry1197', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '13977', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('SonyEricsson', 'blackberry536'),{'model': 'blackberry536', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '20376', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '23'}
('SonyEricsson', 'lumia4309'),{'model': 'lumia4309', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '38671', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '27'}
('SonyEricsson', 'hero4210'),{'model': 'hero4210', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '39673', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '21'}
('SonyEricsson', 'hero1374'),{'model': 'hero1374', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '12221', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '14'}
('SonyEricsson', 'blackberry3710'),{'model': 'blackberry3710', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '36223', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('SonyEricsson', 'hero3856'),{'model': 'hero3856', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '38094', 'thickness': '25', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '26'}
('SonyEricsson', 'hero902'),{'model': 'hero902', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '2611', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('SonyEricsson', 'hero3449'),{'model': 'hero3449', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '3654', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '16'}
('SonyEricsson', 'hero2016'),{'model': 'hero2016', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '16661', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '28'}
('SonyEricsson', 'N1093'),{'model': 'N1093', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '21160', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '14'}
('SonyEricsson', 'hero2598'),{'model': 'hero2598', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '38076', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('SonyEricsson', 'hero914'),{'model': 'hero914', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '6577', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '22'}
('SonyEricsson', 'hero3906'),{'model': 'hero3906', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '28572', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '11'}
('SonyEricsson', 'hero1235'),{'model': 'hero1235', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '20138', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '9'}
('SonyEricsson', 'N4042'),{'model': 'N4042', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '19750', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '29'}
('SonyEricsson', 'blackberry2073'),{'model': 'blackberry2073', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '14196', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '27'}
('SonyEricsson', 'blackberry2147'),{'model': 'blackberry2147', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '38063', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '6'}
('SonyEricsson', 'hero2437'),{'model': 'hero2437', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '22165', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '14'}
('SonyEricsson', 'hero2367'),{'model': 'hero2367', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '36931', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('SonyEricsson', 'N1983'),{'model': 'N1983', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '37683', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '27'}
('SonyEricsson', 'blackberry2642'),{'model': 'blackberry2642', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '29740', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '28'}
('SonyEricsson', 'hero3398'),{'model': 'hero3398', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '37285', 'thickness': '30', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '21'}
('SonyEricsson', 'blackberry1383'),{'model': 'blackberry1383', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '38387', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '10'}
('SonyEricsson', 'blackberry2344'),{'model': 'blackberry2344', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '15604', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('SonyEricsson', 'hero2762'),{'model': 'hero2762', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '30606', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '8'}
('SonyEricsson', 'hero3033'),{'model': 'hero3033', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '37293', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('SonyEricsson', 'hero1629'),{'model': 'hero1629', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '22112', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '16'}
('SonyEricsson', 'blackberry2031'),{'model': 'blackberry2031', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '4741', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '21'}
('SonyEricsson', 'hero241'),{'model': 'hero241', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '29176', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '15'}
('SonyEricsson', 'hero4363'),{'model': 'hero4363', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '30953', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('SonyEricsson', 'hero305'),{'model': 'hero305', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '22621', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '17'}
('SonyEricsson', 'blackberry2523'),{'model': 'blackberry2523', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '5418', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '11'}
('SonyEricsson', 'hero593'),{'model': 'hero593', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '4138', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '30'}
('SonyEricsson', 'lumia131'),{'model': 'lumia131', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '35135', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '15'}
('SonyEricsson', 'lumia1128'),{'model': 'lumia1128', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '3647', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '9'}
('SonyEricsson', 'N1079'),{'model': 'N1079', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '1576', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '13'}
('SonyEricsson', 'lumia1536'),{'model': 'lumia1536', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '24352', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('SonyEricsson', 'hero3252'),{'model': 'hero3252', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '9078', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '9'}
('SonyEricsson', 'hero1460'),{'model': 'hero1460', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '37827', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '6'}
('SonyEricsson', 'hero534'),{'model': 'hero534', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '36088', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '27'}
('SonyEricsson', 'blackberry3166'),{'model': 'blackberry3166', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '37006', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '18'}
('SonyEricsson', 'hero2667'),{'model': 'hero2667', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '38137', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '29'}
('SonyEricsson', 'N190'),{'model': 'N190', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '33242', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '18'}
('SonyEricsson', 'N2922'),{'model': 'N2922', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '17564', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '22'}
('SonyEricsson', 'hero2451'),{'model': 'hero2451', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '6243', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('SonyEricsson', 'hero995'),{'model': 'hero995', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '5272', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '8'}
('SonyEricsson', 'hero3765'),{'model': 'hero3765', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '37848', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '16'}
('SonyEricsson', 'blackberry1858'),{'model': 'blackberry1858', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '2262', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '29'}
('SonyEricsson', 'blackberry1525'),{'model': 'blackberry1525', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '23231', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '12'}
('SonyEricsson', 'N4035'),{'model': 'N4035', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '1913', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('SonyEricsson', 'hero1971'),{'model': 'hero1971', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '33468', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '15'}
('SonyEricsson', 'hero894'),{'model': 'hero894', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '11344', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '16'}
('SonyEricsson', 'hero4564'),{'model': 'hero4564', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '22134', 'thickness': '12', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '12'}
('SonyEricsson', 'hero3354'),{'model': 'hero3354', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '13073', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '28'}
('SonyEricsson', 'hero918'),{'model': 'hero918', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '30112', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '9'}
('SonyEricsson', 'lumia1697'),{'model': 'lumia1697', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '1241', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '23'}
('SonyEricsson', 'lumia3801'),{'model': 'lumia3801', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '11430', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '12'}
('SonyEricsson', 'blackberry1255'),{'model': 'blackberry1255', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '23371', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '9'}
('SonyEricsson', 'hero1414'),{'model': 'hero1414', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '2395', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('SonyEricsson', 'hero2705'),{'model': 'hero2705', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '26942', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '24'}
('SonyEricsson', 'blackberry2405'),{'model': 'blackberry2405', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '3632', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '21'}
('SonyEricsson', 'blackberry1017'),{'model': 'blackberry1017', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '33753', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '25'}
('SonyEricsson', 'N4439'),{'model': 'N4439', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '26288', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('SonyEricsson', 'hero1863'),{'model': 'hero1863', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '30320', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('SonyEricsson', 'N1185'),{'model': 'N1185', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '6054', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '28'}
('SonyEricsson', 'hero3890'),{'model': 'hero3890', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '26729', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '23'}
('SonyEricsson', 'blackberry2901'),{'model': 'blackberry2901', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '8655', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('SonyEricsson', 'lumia2758'),{'model': 'lumia2758', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '21757', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '10'}
('SonyEricsson', 'hero4038'),{'model': 'hero4038', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '10007', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('SonyEricsson', 'blackberry1812'),{'model': 'blackberry1812', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '38108', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '25'}
('SonyEricsson', 'lumia906'),{'model': 'lumia906', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '25898', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '16'}
('SonyEricsson', 'blackberry4543'),{'model': 'blackberry4543', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '20864', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '9'}
('SonyEricsson', 'blackberry1859'),{'model': 'blackberry1859', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '4020', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('SonyEricsson', 'hero134'),{'model': 'hero134', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '7863', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
('SonyEricsson', 'hero4540'),{'model': 'hero4540', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '12486', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '22'}
('SonyEricsson', 'lumia4241'),{'model': 'lumia4241', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '5265', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '23'}
('SonyEricsson', 'hero1166'),{'model': 'hero1166', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '10549', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
