{'rearcamera': '3', 'price': '15299', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '20', 'model': 'lumia4004', 'thickness': '18', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '6031', 'talktime': '11', 'operatingsystem': 'symbian', 'frontcamera': '16', 'model': 'hero575', 'thickness': '24', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '30151', 'talktime': '20', 'operatingsystem': 'windows', 'frontcamera': '15', 'model': 'lumia4332', 'thickness': '21', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '35200', 'talktime': '7', 'operatingsystem': 's40', 'frontcamera': '2', 'model': 'N136', 'thickness': '19', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '6253', 'talktime': '17', 'operatingsystem': 'symbian', 'frontcamera': '5', 'model': 'N1869', 'thickness': '14', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '38215', 'talktime': '19', 'operatingsystem': 'windows', 'frontcamera': '5', 'model': 'hero2315', 'thickness': '23', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '8282', 'talktime': '23', 'operatingsystem': 's40', 'frontcamera': '3', 'model': 'blackberry387', 'thickness': '23', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '34677', 'talktime': '8', 'operatingsystem': 'android', 'frontcamera': '14', 'model': 'N3342', 'thickness': '24', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '17146', 'talktime': '26', 'operatingsystem': 'bada', 'frontcamera': '13', 'model': 'blackberry1577', 'thickness': '10', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '33692', 'talktime': '13', 'operatingsystem': 'android', 'frontcamera': '9', 'model': 'N1281', 'thickness': '27', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '1779', 'talktime': '25', 'operatingsystem': 'blackberry', 'frontcamera': '11', 'model': 'lumia1466', 'thickness': '23', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '12960', 'talktime': '18', 'operatingsystem': 's40', 'frontcamera': '6', 'model': 'N3945', 'thickness': '18', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '22619', 'talktime': '10', 'operatingsystem': 'blackberry', 'frontcamera': '0', 'model': 'blackberry2316', 'thickness': '20', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '29281', 'talktime': '30', 'operatingsystem': 'android', 'frontcamera': '20', 'model': 'blackberry1186', 'thickness': '11', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '2', 'price': '39745', 'talktime': '5', 'operatingsystem': 'blackberry', 'frontcamera': '2', 'model': 'hero3884', 'thickness': '10', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '3', 'price': '5110', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '7', 'model': 'lumia2778', 'thickness': '18', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '5', 'price': '4712', 'talktime': '20', 'operatingsystem': 'symbian', 'frontcamera': '3', 'model': 'blackberry3894', 'thickness': '15', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '4', 'price': '17532', 'talktime': '21', 'operatingsystem': 'bada', 'frontcamera': '4', 'model': 'N3099', 'thickness': '10', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '14608', 'talktime': '30', 'operatingsystem': 'blackberry', 'frontcamera': '17', 'model': 'lumia4528', 'thickness': '12', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '35073', 'talktime': '23', 'operatingsystem': 'android', 'frontcamera': '0', 'model': 'blackberry2758', 'thickness': '22', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '16968', 'talktime': '10', 'operatingsystem': 'bada', 'frontcamera': '15', 'model': 'N3283', 'thickness': '11', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '5900', 'talktime': '24', 'operatingsystem': 's40', 'frontcamera': '19', 'model': 'blackberry957', 'thickness': '29', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '2316', 'talktime': '8', 'operatingsystem': 'blackberry', 'frontcamera': '3', 'model': 'blackberry4431', 'thickness': '21', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '1', 'price': '31689', 'talktime': '26', 'operatingsystem': 'symbian', 'frontcamera': '12', 'model': 'hero2659', 'thickness': '18', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '5972', 'talktime': '5', 'operatingsystem': 'bada', 'frontcamera': '9', 'model': 'lumia4181', 'thickness': '26', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '5', 'price': '13724', 'talktime': '15', 'operatingsystem': 'blackberry', 'frontcamera': '10', 'model': 'hero827', 'thickness': '14', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '1765', 'talktime': '19', 'operatingsystem': 'symbian', 'frontcamera': '3', 'model': 'blackberry746', 'thickness': '14', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '30850', 'talktime': '24', 'operatingsystem': 's40', 'frontcamera': '14', 'model': 'hero868', 'thickness': '30', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '3987', 'talktime': '27', 'operatingsystem': 'bada', 'frontcamera': '8', 'model': 'N2976', 'thickness': '30', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '24232', 'talktime': '15', 'operatingsystem': 'android', 'frontcamera': '2', 'model': 'N4038', 'thickness': '30', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '2', 'price': '20897', 'talktime': '8', 'operatingsystem': 'blackberry', 'frontcamera': '10', 'model': 'hero1414', 'thickness': '12', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '38316', 'talktime': '22', 'operatingsystem': 'android', 'frontcamera': '19', 'model': 'N2441', 'thickness': '21', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '18095', 'talktime': '19', 'operatingsystem': 'bada', 'frontcamera': '13', 'model': 'hero4308', 'thickness': '14', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '4766', 'talktime': '9', 'operatingsystem': 'symbian', 'frontcamera': '1', 'model': 'hero926', 'thickness': '21', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '4', 'price': '18820', 'talktime': '26', 'operatingsystem': 'bada', 'frontcamera': '13', 'model': 'lumia3784', 'thickness': '13', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '31831', 'talktime': '7', 'operatingsystem': 'blackberry', 'frontcamera': '13', 'model': 'lumia4277', 'thickness': '24', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '30211', 'talktime': '23', 'operatingsystem': 'blackberry', 'frontcamera': '18', 'model': 'lumia1324', 'thickness': '12', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '21602', 'talktime': '15', 'operatingsystem': 'android', 'frontcamera': '5', 'model': 'hero1216', 'thickness': '18', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '26969', 'talktime': '19', 'operatingsystem': 'symbian', 'frontcamera': '17', 'model': 'blackberry1729', 'thickness': '25', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '30619', 'talktime': '5', 'operatingsystem': 'blackberry', 'frontcamera': '0', 'model': 'N2213', 'thickness': '16', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '11570', 'talktime': '7', 'operatingsystem': 'symbian', 'frontcamera': '1', 'model': 'lumia231', 'thickness': '30', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '29131', 'talktime': '7', 'operatingsystem': 'android', 'frontcamera': '15', 'model': 'lumia1964', 'thickness': '30', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '4', 'price': '38544', 'talktime': '9', 'operatingsystem': 'blackberry', 'frontcamera': '0', 'model': 'hero4057', 'thickness': '28', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '13116', 'talktime': '19', 'operatingsystem': 'windows', 'frontcamera': '2', 'model': 'hero4450', 'thickness': '13', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '29735', 'talktime': '14', 'operatingsystem': 'android', 'frontcamera': '16', 'model': 'N1325', 'thickness': '16', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '37339', 'talktime': '23', 'operatingsystem': 'windows', 'frontcamera': '10', 'model': 'blackberry1195', 'thickness': '15', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '3', 'price': '3721', 'talktime': '21', 'operatingsystem': 'symbian', 'frontcamera': '6', 'model': 'blackberry3985', 'thickness': '23', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '38865', 'talktime': '21', 'operatingsystem': 'bada', 'frontcamera': '15', 'model': 'blackberry120', 'thickness': '23', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '10107', 'talktime': '16', 'operatingsystem': 'symbian', 'frontcamera': '15', 'model': 'lumia4018', 'thickness': '16', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '9254', 'talktime': '29', 'operatingsystem': 'android', 'frontcamera': '18', 'model': 'N4101', 'thickness': '25', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '3', 'price': '14067', 'talktime': '11', 'operatingsystem': 'symbian', 'frontcamera': '8', 'model': 'lumia1822', 'thickness': '19', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '5', 'price': '19608', 'talktime': '12', 'operatingsystem': 'windows', 'frontcamera': '14', 'model': 'blackberry2990', 'thickness': '17', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '13276', 'talktime': '26', 'operatingsystem': 'windows', 'frontcamera': '4', 'model': 'N1054', 'thickness': '14', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '17146', 'talktime': '9', 'operatingsystem': 's40', 'frontcamera': '19', 'model': 'hero1111', 'thickness': '21', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '4834', 'talktime': '7', 'operatingsystem': 's40', 'frontcamera': '13', 'model': 'hero4498', 'thickness': '10', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '24488', 'talktime': '13', 'operatingsystem': 'symbian', 'frontcamera': '4', 'model': 'hero3130', 'thickness': '11', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '5', 'price': '7190', 'talktime': '12', 'operatingsystem': 'symbian', 'frontcamera': '20', 'model': 'N3749', 'thickness': '11', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '22409', 'talktime': '23', 'operatingsystem': 's40', 'frontcamera': '13', 'model': 'blackberry3232', 'thickness': '18', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '38386', 'talktime': '13', 'operatingsystem': 'symbian', 'frontcamera': '5', 'model': 'N1709', 'thickness': '17', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '1574', 'talktime': '9', 'operatingsystem': 'bada', 'frontcamera': '0', 'model': 'lumia4293', 'thickness': '28', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '4155', 'talktime': '15', 'operatingsystem': 'symbian', 'frontcamera': '15', 'model': 'lumia710', 'thickness': '16', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '3', 'price': '29547', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '4', 'model': 'blackberry581', 'thickness': '27', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '28169', 'talktime': '9', 'operatingsystem': 'windows', 'frontcamera': '7', 'model': 'hero102', 'thickness': '27', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '4', 'price': '24900', 'talktime': '11', 'operatingsystem': 's40', 'frontcamera': '1', 'model': 'hero1508', 'thickness': '18', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '10723', 'talktime': '27', 'operatingsystem': 's40', 'frontcamera': '16', 'model': 'N4130', 'thickness': '24', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '21571', 'talktime': '25', 'operatingsystem': 'blackberry', 'frontcamera': '0', 'model': 'N4462', 'thickness': '14', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '32668', 'talktime': '5', 'operatingsystem': 'windows', 'frontcamera': '16', 'model': 'N3776', 'thickness': '26', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '9991', 'talktime': '7', 'operatingsystem': 'symbian', 'frontcamera': '14', 'model': 'hero2145', 'thickness': '28', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '9179', 'talktime': '19', 'operatingsystem': 'symbian', 'frontcamera': '10', 'model': 'lumia3055', 'thickness': '19', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '2', 'price': '19599', 'talktime': '23', 'operatingsystem': 'android', 'frontcamera': '18', 'model': 'N3267', 'thickness': '14', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '3', 'price': '32636', 'talktime': '6', 'operatingsystem': 'bada', 'frontcamera': '1', 'model': 'hero2436', 'thickness': '24', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '16163', 'talktime': '29', 'operatingsystem': 's40', 'frontcamera': '1', 'model': 'lumia3281', 'thickness': '18', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '24105', 'talktime': '17', 'operatingsystem': 'windows', 'frontcamera': '17', 'model': 'hero1385', 'thickness': '13', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '29850', 'talktime': '24', 'operatingsystem': 'symbian', 'frontcamera': '15', 'model': 'lumia2868', 'thickness': '20', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '36272', 'talktime': '9', 'operatingsystem': 'android', 'frontcamera': '7', 'model': 'N2082', 'thickness': '19', 'type': 'smartphone', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '5', 'price': '17587', 'talktime': '15', 'operatingsystem': 'windows', 'frontcamera': '0', 'model': 'lumia1543', 'thickness': '13', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '33423', 'talktime': '5', 'operatingsystem': 'windows', 'frontcamera': '19', 'model': 'hero2921', 'thickness': '25', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '1', 'price': '33410', 'talktime': '25', 'operatingsystem': 'blackberry', 'frontcamera': '14', 'model': 'hero1339', 'thickness': '20', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '1550', 'talktime': '12', 'operatingsystem': 'windows', 'frontcamera': '2', 'model': 'blackberry2260', 'thickness': '12', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '23155', 'talktime': '29', 'operatingsystem': 'android', 'frontcamera': '17', 'model': 'hero3698', 'thickness': '12', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '2', 'price': '6859', 'talktime': '26', 'operatingsystem': 'blackberry', 'frontcamera': '11', 'model': 'hero4208', 'thickness': '25', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '2', 'price': '15110', 'talktime': '5', 'operatingsystem': 'windows', 'frontcamera': '8', 'model': 'blackberry1415', 'thickness': '16', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '26385', 'talktime': '17', 'operatingsystem': 'android', 'frontcamera': '8', 'model': 'hero2667', 'thickness': '28', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '18456', 'talktime': '25', 'operatingsystem': 'symbian', 'frontcamera': '9', 'model': 'hero1192', 'thickness': '23', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '9443', 'talktime': '10', 'operatingsystem': 'symbian', 'frontcamera': '14', 'model': 'lumia2030', 'thickness': '16', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '5', 'price': '2958', 'talktime': '7', 'operatingsystem': 'bada', 'frontcamera': '15', 'model': 'blackberry1336', 'thickness': '11', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '3', 'price': '22076', 'talktime': '13', 'operatingsystem': 'blackberry', 'frontcamera': '14', 'model': 'hero3831', 'thickness': '21', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '25429', 'talktime': '11', 'operatingsystem': 'blackberry', 'frontcamera': '0', 'model': 'hero741', 'thickness': '18', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '3', 'price': '32547', 'talktime': '20', 'operatingsystem': 'symbian', 'frontcamera': '20', 'model': 'lumia3719', 'thickness': '14', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '21948', 'talktime': '21', 'operatingsystem': 's40', 'frontcamera': '17', 'model': 'lumia272', 'thickness': '10', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '0', 'price': '39785', 'talktime': '29', 'operatingsystem': 'blackberry', 'frontcamera': '1', 'model': 'blackberry3527', 'thickness': '25', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '12753', 'talktime': '8', 'operatingsystem': 'bada', 'frontcamera': '7', 'model': 'hero2979', 'thickness': '30', 'type': 'basic', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '17949', 'talktime': '7', 'operatingsystem': 'symbian', 'frontcamera': '16', 'model': 'hero3705', 'thickness': '23', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '4', 'price': '7176', 'talktime': '30', 'operatingsystem': 'blackberry', 'frontcamera': '7', 'model': 'N1131', 'thickness': '30', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '31077', 'talktime': '15', 'operatingsystem': 'blackberry', 'frontcamera': '9', 'model': 'lumia1313', 'thickness': '19', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '16199', 'talktime': '15', 'operatingsystem': 's40', 'frontcamera': '11', 'model': 'hero3091', 'thickness': '28', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '30586', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '17', 'model': 'hero2877', 'thickness': '10', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '1', 'price': '26002', 'talktime': '21', 'operatingsystem': 'blackberry', 'frontcamera': '10', 'model': 'lumia2970', 'thickness': '14', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '38826', 'talktime': '26', 'operatingsystem': 'android', 'frontcamera': '2', 'model': 'lumia1925', 'thickness': '14', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '2', 'price': '8358', 'talktime': '9', 'operatingsystem': 'symbian', 'frontcamera': '17', 'model': 'blackberry2639', 'thickness': '20', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '3', 'price': '5216', 'talktime': '22', 'operatingsystem': 'windows', 'frontcamera': '6', 'model': 'blackberry869', 'thickness': '26', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '27039', 'talktime': '26', 'operatingsystem': 'windows', 'frontcamera': '16', 'model': 'hero4576', 'thickness': '23', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '17276', 'talktime': '7', 'operatingsystem': 'windows', 'frontcamera': '13', 'model': 'N1593', 'thickness': '19', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '34731', 'talktime': '6', 'operatingsystem': 'bada', 'frontcamera': '12', 'model': 'N4554', 'thickness': '22', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '2813', 'talktime': '8', 'operatingsystem': 'android', 'frontcamera': '2', 'model': 'hero2236', 'thickness': '25', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '1', 'price': '28823', 'talktime': '30', 'operatingsystem': 'android', 'frontcamera': '5', 'model': 'hero2040', 'thickness': '13', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '7920', 'talktime': '20', 'operatingsystem': 'bada', 'frontcamera': '14', 'model': 'hero3423', 'thickness': '10', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '27742', 'talktime': '13', 'operatingsystem': 'windows', 'frontcamera': '13', 'model': 'hero4415', 'thickness': '17', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '5', 'price': '22404', 'talktime': '13', 'operatingsystem': 'blackberry', 'frontcamera': '1', 'model': 'N3859', 'thickness': '27', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '28557', 'talktime': '18', 'operatingsystem': 'blackberry', 'frontcamera': '17', 'model': 'N3412', 'thickness': '28', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '20453', 'talktime': '13', 'operatingsystem': 'blackberry', 'frontcamera': '11', 'model': 'hero399', 'thickness': '11', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '0', 'price': '25934', 'talktime': '18', 'operatingsystem': 'blackberry', 'frontcamera': '4', 'model': 'blackberry1923', 'thickness': '26', 'type': 'basic', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '4', 'price': '14553', 'talktime': '24', 'operatingsystem': 'android', 'frontcamera': '7', 'model': 'hero3627', 'thickness': '29', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '1', 'price': '25038', 'talktime': '19', 'operatingsystem': 'windows', 'frontcamera': '18', 'model': 'blackberry3324', 'thickness': '17', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '11265', 'talktime': '19', 'operatingsystem': 'windows', 'frontcamera': '14', 'model': 'hero2449', 'thickness': '23', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'no'}
{'rearcamera': '0', 'price': '15739', 'talktime': '15', 'operatingsystem': 'windows', 'frontcamera': '1', 'model': 'hero2038', 'thickness': '10', 'type': 'basic', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '5', 'price': '19461', 'talktime': '15', 'operatingsystem': 'bada', 'frontcamera': '4', 'model': 'hero1366', 'thickness': '10', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '5', 'price': '39334', 'talktime': '7', 'operatingsystem': 's40', 'frontcamera': '10', 'model': 'blackberry1213', 'thickness': '17', 'type': 'smartphone', 'company': 'Lg', 'GPS': 'yes'}
{'rearcamera': '2', 'price': '2572', 'talktime': '25', 'operatingsystem': 's40', 'frontcamera': '7', 'model': 'N1914', 'thickness': '29', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '15589', 'talktime': '9', 'operatingsystem': 's40', 'frontcamera': '4', 'model': 'lumia3331', 'thickness': '10', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '17519', 'talktime': '9', 'operatingsystem': 'bada', 'frontcamera': '8', 'model': 'hero983', 'thickness': '20', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'yes'}
{'rearcamera': '4', 'price': '16323', 'talktime': '25', 'operatingsystem': 'windows', 'frontcamera': '10', 'model': 'hero788', 'thickness': '21', 'type': 'smartphone', 'company': 'Samsung', 'GPS': 'yes'}
{'rearcamera': '3', 'price': '10684', 'talktime': '24', 'operatingsystem': 's40', 'frontcamera': '16', 'model': 'blackberry3382', 'thickness': '21', 'type': 'basic', 'company': 'Lg', 'GPS': 'no'}
{'rearcamera': '4', 'price': '13577', 'talktime': '20', 'operatingsystem': 'windows', 'frontcamera': '4', 'model': 'blackberry3802', 'thickness': '21', 'type': 'basic', 'company': 'BlackBerry', 'GPS': 'no'}
{'rearcamera': '1', 'price': '4357', 'talktime': '26', 'operatingsystem': 's40', 'frontcamera': '2', 'model': 'blackberry2905', 'thickness': '13', 'type': 'basic', 'company': 'SonyEricsson', 'GPS': 'yes'}
{'rearcamera': '0', 'price': '7201', 'talktime': '12', 'operatingsystem': 'symbian', 'frontcamera': '13', 'model': 'hero4112', 'thickness': '28', 'type': 'smartphone', 'company': 'SonyEricsson', 'GPS': 'no'}
{'rearcamera': '5', 'price': '15982', 'talktime': '6', 'operatingsystem': 'android', 'frontcamera': '0', 'model': 'hero2584', 'thickness': '26', 'type': 'basic', 'company': 'Nokia', 'GPS': 'yes'}
{'rearcamera': '5', 'price': '14784', 'talktime': '14', 'operatingsystem': 'blackberry', 'frontcamera': '0', 'model': 'N2053', 'thickness': '19', 'type': 'smartphone', 'company': 'Nokia', 'GPS': 'no'}
{'rearcamera': '2', 'price': '35376', 'talktime': '28', 'operatingsystem': 'android', 'frontcamera': '12', 'model': 'N3039', 'thickness': '30', 'type': 'basic', 'company': 'Samsung', 'GPS': 'yes'}
